,label
EPI_ISL_512371,1
EPI_ISL_430813,1
n,1
EPI_ISL_556292,0
EPI_ISL_469382,1
EPI_ISL_466883,1
EPI_ISL_550167,1
EPI_ISL_476796,1
EPI_ISL_555754,1
EPI_ISL_542229,1
EPI_ISL_546486,1
EPI_ISL_557365,1
EPI_ISL_434237,1
EPI_ISL_439258,1
EPI_ISL_459423,1
EPI_ISL_558975,0
EPI_ISL_446271,1
EPI_ISL_491640,1
EPI_ISL_444344,1
EPI_ISL_516617,1
EPI_ISL_556522,0
EPI_ISL_544916,1
EPI_ISL_557383,1
EPI_ISL_455052,1
EPI_ISL_547955,1
EPI_ISL_445303,1
EPI_ISL_434528,0
EPI_ISL_542316,1
EPI_ISL_565479,1
EPI_ISL_433942,1
EPI_ISL_559672,0
EPI_ISL_550076,1
EPI_ISL_462888,1
EPI_ISL_424193,1
EPI_ISL_433663,1
EPI_ISL_516673,1
EPI_ISL_490355,1
EPI_ISL_474302,1
h,1
EPI_ISL_475694,1
EPI_ISL_496679,1
EPI_ISL_474988,0
EPI_ISL_514543,0
EPI_ISL_448696,1
EPI_ISL_437444,1
EPI_ISL_432542,1
EPI_ISL_547745,1
EPI_ISL_499872,1
n,0
EPI_ISL_494264,0
EPI_ISL_458644,1
EPI_ISL_482183,1
EPI_ISL_554695,1
EPI_ISL_489438,1
EPI_ISL_415499,1
EPI_ISL_437774,1
EPI_ISL_510703,0
EPI_ISL_541148,1
EPI_ISL_565442,1
EPI_ISL_427123,1
EPI_ISL_457525,1
EPI_ISL_549237,1
EPI_ISL_417730,1
EPI_ISL_473296,1
EPI_ISL_523498,1
EPI_ISL_432198,1
EPI_ISL_566489,1
EPI_ISL_543964,1
EPI_ISL_461546,1
EPI_ISL_516860,1
EPI_ISL_469458,1
EPI_ISL_559998,1
EPI_ISL_518238,1
EPI_ISL_564892,1
EPI_ISL_484982,0
EPI_ISL_526422,1
EPI_ISL_443400,1
EPI_ISL_516805,1
EPI_ISL_424490,1
EPI_ISL_569361,1
h,1
h,1
EPI_ISL_475117,1
EPI_ISL_544222,1
EPI_ISL_438176,1
EPI_ISL_422097,1
EPI_ISL_536695,0
EPI_ISL_514490,1
EPI_ISL_453585,1
EPI_ISL_473617,0
EPI_ISL_535775,1
EPI_ISL_493405,0
EPI_ISL_429347,1
EPI_ISL_557978,1
EPI_ISL_533071,0
EPI_ISL_537450,1
EPI_ISL_471257,1
EPI_ISL_536081,1
EPI_ISL_500308,1
EPI_ISL_434753,0
EPI_ISL_450618,1
EPI_ISL_532058,1
EPI_ISL_480771,1
EPI_ISL_534255,1
EPI_ISL_539537,1
EPI_ISL_467715,1
EPI_ISL_496108,1
h,1
EPI_ISL_474878,1
EPI_ISL_524035,1
EPI_ISL_433871,1
EPI_ISL_473437,0
EPI_ISL_526118,1
EPI_ISL_437771,1
EPI_ISL_419848,1
EPI_ISL_563620,1
EPI_ISL_510389,1
EPI_ISL_559831,1
EPI_ISL_439428,0
EPI_ISL_492245,0
EPI_ISL_430837,1
EPI_ISL_479538,1
EPI_ISL_467240,1
EPI_ISL_518081,1
EPI_ISL_507820,1
EPI_ISL_534735,0
EPI_ISL_524471,0
EPI_ISL_538156,1
EPI_ISL_557534,1
EPI_ISL_424616,1
EPI_ISL_449337,1
EPI_ISL_423197,1
EPI_ISL_433992,1
EPI_ISL_427293,1
EPI_ISL_421322,0
EPI_ISL_557140,1
EPI_ISL_468918,1
EPI_ISL_463481,1
EPI_ISL_434461,1
EPI_ISL_461418,1
EPI_ISL_550928,1
EPI_ISL_524931,1
EPI_ISL_473657,1
EPI_ISL_562904,1
EPI_ISL_475519,1
EPI_ISL_473457,0
EPI_ISL_538586,1
EPI_ISL_439278,1
EPI_ISL_495915,1
EPI_ISL_476976,1
EPI_ISL_424555,1
EPI_ISL_432827,1
EPI_ISL_556176,1
EPI_ISL_562022,0
EPI_ISL_425976,1
EPI_ISL_546444,0
EPI_ISL_540103,1
EPI_ISL_535931,1
EPI_ISL_459311,1
EPI_ISL_458068,1
w,1
h,1
EPI_ISL_496015,1
EPI_ISL_546571,1
EPI_ISL_458413,1
EPI_ISL_436121,1
EPI_ISL_479069,1
EPI_ISL_562859,1
EPI_ISL_478282,1
EPI_ISL_539126,0
EPI_ISL_513664,1
EPI_ISL_454020,1
EPI_ISL_548164,1
EPI_ISL_417427,1
EPI_ISL_564685,0
EPI_ISL_429653,1
EPI_ISL_562706,1
EPI_ISL_532453,1
EPI_ISL_469403,1
EPI_ISL_553767,1
EPI_ISL_524009,1
EPI_ISL_429757,1
EPI_ISL_448746,0
EPI_ISL_500677,1
EPI_ISL_465490,0
EPI_ISL_537411,1
EPI_ISL_536068,1
EPI_ISL_458086,1
EPI_ISL_432836,1
h,1
EPI_ISL_542941,1
EPI_ISL_438532,1
EPI_ISL_548597,1
EPI_ISL_432408,0
EPI_ISL_548594,1
EPI_ISL_532516,0
EPI_ISL_558272,1
EPI_ISL_535362,0
EPI_ISL_547408,1
EPI_ISL_534258,1
EPI_ISL_456979,0
EPI_ISL_507552,1
EPI_ISL_450066,1
EPI_ISL_483707,1
EPI_ISL_423188,1
EPI_ISL_417749,1
EPI_ISL_569013,1
EPI_ISL_427159,0
EPI_ISL_516952,0
EPI_ISL_545192,1
EPI_ISL_528166,1
EPI_ISL_430499,1
EPI_ISL_451439,1
EPI_ISL_552767,1
EPI_ISL_495198,1
EPI_ISL_518768,0
EPI_ISL_459183,1
EPI_ISL_526357,1
EPI_ISL_544621,1
EPI_ISL_526008,0
EPI_ISL_478211,1
EPI_ISL_435166,1
EPI_ISL_439985,1
EPI_ISL_545267,0
EPI_ISL_527382,1
EPI_ISL_477309,1
EPI_ISL_496155,1
EPI_ISL_546024,0
EPI_ISL_529980,1
EPI_ISL_555101,1
EPI_ISL_479531,1
EPI_ISL_512489,1
EPI_ISL_417577,1
EPI_ISL_550748,1
EPI_ISL_497005,0
EPI_ISL_510748,1
EPI_ISL_496636,1
EPI_ISL_444870,1
EPI_ISL_457700,1
EPI_ISL_487669,1
EPI_ISL_437934,1
EPI_ISL_564755,1
n,1
EPI_ISL_443057,1
EPI_ISL_452062,1
EPI_ISL_489660,1
h,1
EPI_ISL_493612,1
EPI_ISL_507237,0
EPI_ISL_418779,0
a,1
EPI_ISL_423410,1
EPI_ISL_442964,1
EPI_ISL_517625,1
EPI_ISL_479642,1
EPI_ISL_438886,1
EPI_ISL_465021,0
EPI_ISL_463665,1
EPI_ISL_536228,1
h,0
EPI_ISL_508916,1
h,1
EPI_ISL_544056,1
EPI_ISL_508053,1
EPI_ISL_482421,1
EPI_ISL_443730,1
EPI_ISL_539664,1
EPI_ISL_429000,1
EPI_ISL_458397,1
EPI_ISL_447585,1
EPI_ISL_530781,1
EPI_ISL_447048,1
EPI_ISL_497165,1
EPI_ISL_459238,1
EPI_ISL_421393,1
EPI_ISL_493781,0
EPI_ISL_423073,1
EPI_ISL_534677,1
EPI_ISL_449924,1
EPI_ISL_448642,1
EPI_ISL_569168,1
EPI_ISL_493870,1
EPI_ISL_529993,1
EPI_ISL_521148,1
EPI_ISL_465494,1
EPI_ISL_546843,1
EPI_ISL_559939,1
EPI_ISL_532791,1
EPI_ISL_443020,0
EPI_ISL_551139,1
EPI_ISL_523321,1
EPI_ISL_484111,1
EPI_ISL_531805,1
EPI_ISL_517299,1
EPI_ISL_520981,1
EPI_ISL_475067,1
EPI_ISL_523418,1
EPI_ISL_569249,1
EPI_ISL_461148,1
EPI_ISL_439820,1
EPI_ISL_546159,1
EPI_ISL_496150,1
EPI_ISL_546556,1
EPI_ISL_420045,1
EPI_ISL_424335,1
EPI_ISL_477959,1
EPI_ISL_485906,1
EPI_ISL_490645,0
EPI_ISL_557877,1
EPI_ISL_461723,1
EPI_ISL_536131,0
EPI_ISL_423571,0
EPI_ISL_476130,1
EPI_ISL_470766,1
EPI_ISL_563031,1
EPI_ISL_469588,1
EPI_ISL_473205,1
EPI_ISL_526150,1
EPI_ISL_452080,1
EPI_ISL_474694,0
EPI_ISL_541772,0
EPI_ISL_471519,1
EPI_ISL_449183,1
EPI_ISL_459909,1
EPI_ISL_437435,1
EPI_ISL_425457,1
h,1
EPI_ISL_519899,1
EPI_ISL_488751,1
EPI_ISL_555680,1
EPI_ISL_476879,1
EPI_ISL_524829,1
EPI_ISL_492550,1
EPI_ISL_540097,1
EPI_ISL_454204,1
EPI_ISL_486534,1
EPI_ISL_422501,1
EPI_ISL_438437,1
EPI_ISL_508027,1
EPI_ISL_515286,1
EPI_ISL_478595,1
EPI_ISL_556569,1
EPI_ISL_474357,0
EPI_ISL_430693,1
EPI_ISL_561573,1
EPI_ISL_552794,1
EPI_ISL_436842,0
EPI_ISL_440918,1
EPI_ISL_546148,1
EPI_ISL_492714,1
EPI_ISL_425529,1
EPI_ISL_557061,1
EPI_ISL_551428,1
EPI_ISL_536959,1
EPI_ISL_498640,1
EPI_ISL_523343,1
EPI_ISL_473376,1
EPI_ISL_419562,1
EPI_ISL_566714,1
EPI_ISL_557650,1
EPI_ISL_456489,1
EPI_ISL_420952,1
EPI_ISL_473217,1
EPI_ISL_448204,0
EPI_ISL_538611,0
EPI_ISL_509379,1
EPI_ISL_498932,0
EPI_ISL_492574,1
EPI_ISL_452286,0
EPI_ISL_530450,1
EPI_ISL_493075,1
EPI_ISL_452739,1
EPI_ISL_554769,0
EPI_ISL_538848,1
EPI_ISL_553495,0
EPI_ISL_537848,1
EPI_ISL_552931,1
EPI_ISL_467935,1
EPI_ISL_561654,1
EPI_ISL_567087,0
EPI_ISL_464280,1
EPI_ISL_460847,1
EPI_ISL_486904,0
EPI_ISL_415592,1
EPI_ISL_463196,1
EPI_ISL_442633,1
EPI_ISL_451962,1
EPI_ISL_448405,1
EPI_ISL_452391,1
EPI_ISL_542327,1
EPI_ISL_510241,1
EPI_ISL_520163,1
EPI_ISL_546475,1
EPI_ISL_433133,1
EPI_ISL_509594,1
EPI_ISL_454126,1
h,1
EPI_ISL_518101,1
EPI_ISL_539462,1
EPI_ISL_554955,0
EPI_ISL_494735,1
EPI_ISL_525608,1
EPI_ISL_534727,1
EPI_ISL_541941,1
EPI_ISL_549765,1
h,1
EPI_ISL_497878,1
EPI_ISL_511037,1
EPI_ISL_429258,1
EPI_ISL_543086,1
EPI_ISL_435469,1
EPI_ISL_557201,1
EPI_ISL_514066,1
EPI_ISL_491403,1
EPI_ISL_560662,1
EPI_ISL_427045,1
EPI_ISL_465157,1
EPI_ISL_522633,1
EPI_ISL_545705,0
EPI_ISL_422412,0
EPI_ISL_512801,1
EPI_ISL_459185,0
EPI_ISL_464536,1
EPI_ISL_569600,1
EPI_ISL_479258,0
EPI_ISL_550634,1
EPI_ISL_438193,0
EPI_ISL_465406,1
EPI_ISL_482303,1
EPI_ISL_551797,1
h,1
EPI_ISL_434520,1
EPI_ISL_479450,1
EPI_ISL_438031,1
EPI_ISL_531348,1
EPI_ISL_477632,1
EPI_ISL_556906,1
EPI_ISL_557487,1
EPI_ISL_517939,1
EPI_ISL_499355,0
EPI_ISL_437912,1
EPI_ISL_441736,0
EPI_ISL_563549,1
EPI_ISL_426618,1
EPI_ISL_537197,1
EPI_ISL_548190,1
EPI_ISL_450462,0
EPI_ISL_523565,0
EPI_ISL_560872,1
EPI_ISL_451887,1
EPI_ISL_417733,1
EPI_ISL_443991,1
EPI_ISL_451162,1
EPI_ISL_513363,1
EPI_ISL_482379,1
EPI_ISL_540713,1
w,0
EPI_ISL_437164,1
EPI_ISL_483615,1
EPI_ISL_550223,1
EPI_ISL_437322,1
EPI_ISL_452221,0
EPI_ISL_552129,1
h,1
EPI_ISL_456655,1
EPI_ISL_488171,0
EPI_ISL_567733,1
EPI_ISL_456085,1
n,1
EPI_ISL_529925,1
EPI_ISL_419846,1
EPI_ISL_551150,1
EPI_ISL_493672,0
EPI_ISL_524709,1
EPI_ISL_542914,1
EPI_ISL_433533,1
EPI_ISL_441880,1
EPI_ISL_548408,1
EPI_ISL_461470,1
EPI_ISL_534592,1
EPI_ISL_432951,1
EPI_ISL_524624,0
EPI_ISL_450766,1
EPI_ISL_462877,1
EPI_ISL_466992,0
EPI_ISL_524439,1
EPI_ISL_417629,1
EPI_ISL_555639,1
EPI_ISL_558839,1
EPI_ISL_547071,1
EPI_ISL_562737,1
EPI_ISL_565753,1
EPI_ISL_479017,0
EPI_ISL_484615,0
EPI_ISL_463926,1
EPI_ISL_484876,1
EPI_ISL_549266,1
EPI_ISL_463251,1
EPI_ISL_438645,1
EPI_ISL_566767,1
EPI_ISL_534512,1
EPI_ISL_466703,1
EPI_ISL_563237,1
EPI_ISL_559028,1
EPI_ISL_558568,1
EPI_ISL_492817,0
EPI_ISL_564548,1
EPI_ISL_551435,1
EPI_ISL_530241,1
EPI_ISL_493614,1
EPI_ISL_425897,1
EPI_ISL_436272,1
EPI_ISL_432486,1
EPI_ISL_434166,1
EPI_ISL_482549,1
EPI_ISL_563519,0
EPI_ISL_542972,1
EPI_ISL_566389,0
EPI_ISL_493425,1
EPI_ISL_562122,1
EPI_ISL_417146,1
EPI_ISL_511128,1
EPI_ISL_568148,1
d,1
EPI_ISL_485377,1
EPI_ISL_441035,0
EPI_ISL_476822,1
EPI_ISL_446187,1
EPI_ISL_541635,1
EPI_ISL_444866,1
EPI_ISL_456049,1
EPI_ISL_437976,0
EPI_ISL_424047,1
EPI_ISL_445402,1
EPI_ISL_451994,1
h,1
h,1
EPI_ISL_462069,0
EPI_ISL_466340,1
EPI_ISL_446176,1
EPI_ISL_499403,1
EPI_ISL_513888,1
EPI_ISL_565522,1
EPI_ISL_481960,1
h,0
EPI_ISL_475306,1
EPI_ISL_416325,1
EPI_ISL_520473,1
EPI_ISL_567724,1
EPI_ISL_426063,1
EPI_ISL_519390,1
EPI_ISL_553503,1
EPI_ISL_421733,1
EPI_ISL_472647,1
EPI_ISL_547066,1
EPI_ISL_566412,1
EPI_ISL_425297,1
EPI_ISL_436107,1
EPI_ISL_543428,1
EPI_ISL_509643,1
EPI_ISL_471876,1
EPI_ISL_448511,1
EPI_ISL_450592,1
EPI_ISL_490625,1
EPI_ISL_497593,0
EPI_ISL_418950,1
EPI_ISL_429489,1
EPI_ISL_490831,1
EPI_ISL_559503,1
EPI_ISL_459623,0
EPI_ISL_515431,1
EPI_ISL_471417,1
EPI_ISL_522737,1
EPI_ISL_531081,1
EPI_ISL_564480,1
EPI_ISL_525556,1
EPI_ISL_524462,1
EPI_ISL_507866,1
EPI_ISL_510838,1
EPI_ISL_435030,1
EPI_ISL_468893,1
EPI_ISL_488789,1
EPI_ISL_535643,1
EPI_ISL_478701,1
EPI_ISL_544990,1
EPI_ISL_475187,0
EPI_ISL_553761,1
EPI_ISL_513147,1
EPI_ISL_447331,1
EPI_ISL_463018,1
EPI_ISL_497142,1
EPI_ISL_538760,1
EPI_ISL_524636,1
EPI_ISL_531593,1
EPI_ISL_426428,1
EPI_ISL_460729,1
EPI_ISL_413485,1
EPI_ISL_491309,1
EPI_ISL_522258,0
EPI_ISL_421247,1
EPI_ISL_484187,1
EPI_ISL_530422,0
EPI_ISL_465774,1
EPI_ISL_561324,0
EPI_ISL_439874,0
EPI_ISL_420708,1
EPI_ISL_421397,1
EPI_ISL_492560,0
EPI_ISL_534301,1
EPI_ISL_523595,1
EPI_ISL_511125,0
EPI_ISL_429345,1
EPI_ISL_548546,1
EPI_ISL_460145,1
EPI_ISL_569481,1
EPI_ISL_529566,0
EPI_ISL_522320,1
EPI_ISL_455475,1
EPI_ISL_564021,1
EPI_ISL_437241,0
EPI_ISL_468037,1
EPI_ISL_478679,1
EPI_ISL_522586,1
EPI_ISL_569335,1
EPI_ISL_567232,1
h,1
EPI_ISL_553151,1
EPI_ISL_544989,1
EPI_ISL_421622,1
EPI_ISL_423351,1
h,1
EPI_ISL_563245,1
EPI_ISL_438231,1
EPI_ISL_539732,1
EPI_ISL_508412,1
EPI_ISL_438422,1
EPI_ISL_460906,1
EPI_ISL_532648,1
EPI_ISL_437855,1
EPI_ISL_544400,1
EPI_ISL_544393,1
EPI_ISL_534385,1
EPI_ISL_460355,1
EPI_ISL_545951,1
EPI_ISL_424919,1
EPI_ISL_458502,1
EPI_ISL_467070,1
EPI_ISL_518194,1
EPI_ISL_513148,1
EPI_ISL_457279,1
EPI_ISL_473547,1
EPI_ISL_499821,1
EPI_ISL_490862,1
EPI_ISL_567878,0
EPI_ISL_464539,1
EPI_ISL_441989,1
EPI_ISL_479370,1
EPI_ISL_482974,1
EPI_ISL_451464,1
EPI_ISL_558460,1
EPI_ISL_435570,1
EPI_ISL_552194,0
EPI_ISL_558251,1
EPI_ISL_563379,1
EPI_ISL_535186,1
EPI_ISL_447958,0
EPI_ISL_458242,1
EPI_ISL_417727,0
EPI_ISL_448246,1
EPI_ISL_542244,1
EPI_ISL_543507,1
EPI_ISL_466859,1
EPI_ISL_475711,1
EPI_ISL_432226,1
EPI_ISL_566177,1
EPI_ISL_478978,1
EPI_ISL_544768,1
EPI_ISL_544908,1
EPI_ISL_512570,0
EPI_ISL_454340,1
EPI_ISL_553470,0
EPI_ISL_567606,1
EPI_ISL_547428,1
EPI_ISL_554215,1
EPI_ISL_559568,1
EPI_ISL_423656,1
EPI_ISL_564455,1
EPI_ISL_517075,1
EPI_ISL_441168,1
EPI_ISL_510279,1
EPI_ISL_563530,1
EPI_ISL_485332,1
EPI_ISL_444003,1
EPI_ISL_438081,1
EPI_ISL_556250,1
EPI_ISL_564167,1
EPI_ISL_531516,1
EPI_ISL_524524,1
EPI_ISL_429623,0
EPI_ISL_487813,1
EPI_ISL_417663,1
EPI_ISL_512485,1
EPI_ISL_547006,1
EPI_ISL_420620,1
EPI_ISL_433375,1
EPI_ISL_455274,1
EPI_ISL_421989,0
EPI_ISL_445377,1
EPI_ISL_544042,1
EPI_ISL_484116,1
EPI_ISL_486496,0
EPI_ISL_443622,0
EPI_ISL_419920,1
EPI_ISL_507762,1
EPI_ISL_441474,1
EPI_ISL_550838,1
EPI_ISL_560691,1
EPI_ISL_442255,0
EPI_ISL_451539,1
EPI_ISL_547590,1
EPI_ISL_543489,1
EPI_ISL_414497,1
EPI_ISL_555591,1
EPI_ISL_496582,1
EPI_ISL_529372,1
EPI_ISL_540360,1
EPI_ISL_429361,0
EPI_ISL_557310,1
EPI_ISL_474965,1
EPI_ISL_538642,0
EPI_ISL_519366,1
EPI_ISL_508237,1
EPI_ISL_523976,1
EPI_ISL_428344,0
EPI_ISL_568471,1
n,0
EPI_ISL_449166,1
EPI_ISL_560252,1
EPI_ISL_497123,1
EPI_ISL_537103,0
EPI_ISL_555854,0
EPI_ISL_454077,1
EPI_ISL_451525,0
EPI_ISL_469314,0
EPI_ISL_463265,1
EPI_ISL_541586,0
EPI_ISL_562730,1
EPI_ISL_477617,1
EPI_ISL_567413,0
EPI_ISL_485057,1
h,1
EPI_ISL_548234,1
EPI_ISL_556016,1
EPI_ISL_478774,1
EPI_ISL_510904,1
EPI_ISL_565237,1
EPI_ISL_519691,1
EPI_ISL_516801,1
EPI_ISL_457530,1
EPI_ISL_485884,0
EPI_ISL_461893,1
EPI_ISL_493149,1
EPI_ISL_547777,1
EPI_ISL_491700,1
EPI_ISL_441996,1
EPI_ISL_460683,1
EPI_ISL_463108,1
EPI_ISL_526442,1
EPI_ISL_563455,0
EPI_ISL_551846,1
EPI_ISL_541749,1
EPI_ISL_523885,1
EPI_ISL_521929,1
EPI_ISL_440462,1
EPI_ISL_545516,1
EPI_ISL_467832,1
EPI_ISL_519841,1
EPI_ISL_445257,1
EPI_ISL_431974,1
EPI_ISL_532254,0
h,1
EPI_ISL_514316,1
EPI_ISL_541892,1
EPI_ISL_448519,0
EPI_ISL_556167,1
EPI_ISL_528136,1
EPI_ISL_464957,1
EPI_ISL_556001,0
EPI_ISL_416647,1
EPI_ISL_439299,1
EPI_ISL_519075,1
EPI_ISL_464897,1
EPI_ISL_554452,1
EPI_ISL_519751,1
EPI_ISL_475874,1
EPI_ISL_528617,1
EPI_ISL_510313,1
h,1
EPI_ISL_507577,1
EPI_ISL_470314,1
EPI_ISL_470660,1
EPI_ISL_427439,1
EPI_ISL_434299,1
EPI_ISL_440889,1
n,1
EPI_ISL_493025,1
EPI_ISL_438360,1
EPI_ISL_466562,1
EPI_ISL_460630,1
EPI_ISL_420721,1
EPI_ISL_432483,1
EPI_ISL_423667,1
EPI_ISL_454018,1
EPI_ISL_523532,0
EPI_ISL_441713,0
EPI_ISL_484474,1
EPI_ISL_555346,1
EPI_ISL_521584,1
EPI_ISL_521051,1
EPI_ISL_529513,1
EPI_ISL_462780,0
EPI_ISL_566813,1
EPI_ISL_474188,1
EPI_ISL_493879,1
EPI_ISL_552432,1
EPI_ISL_441630,1
EPI_ISL_514204,1
EPI_ISL_526213,1
EPI_ISL_529955,0
EPI_ISL_564043,1
EPI_ISL_450470,1
EPI_ISL_557702,1
h,1
EPI_ISL_476018,1
EPI_ISL_487841,1
EPI_ISL_512854,1
EPI_ISL_485856,1
EPI_ISL_535799,1
EPI_ISL_469516,1
EPI_ISL_549564,0
EPI_ISL_563150,1
EPI_ISL_551407,0
EPI_ISL_494098,1
EPI_ISL_569389,1
EPI_ISL_499639,1
EPI_ISL_520622,1
EPI_ISL_489970,1
EPI_ISL_563634,1
EPI_ISL_481859,1
h,1
EPI_ISL_527734,1
EPI_ISL_424235,1
n,1
EPI_ISL_532715,0
EPI_ISL_507139,1
EPI_ISL_457246,0
EPI_ISL_522595,1
EPI_ISL_442773,1
EPI_ISL_537079,0
EPI_ISL_497602,1
EPI_ISL_443218,1
EPI_ISL_562155,1
EPI_ISL_436605,0
EPI_ISL_516324,0
EPI_ISL_427069,1
EPI_ISL_552741,1
EPI_ISL_508167,1
EPI_ISL_418770,1
EPI_ISL_555764,1
EPI_ISL_531004,1
EPI_ISL_465071,1
EPI_ISL_483927,0
EPI_ISL_442316,1
EPI_ISL_510689,1
EPI_ISL_550532,1
EPI_ISL_478064,1
EPI_ISL_556344,1
EPI_ISL_463032,1
EPI_ISL_552456,1
EPI_ISL_433548,1
EPI_ISL_516263,1
EPI_ISL_564095,1
EPI_ISL_451357,1
EPI_ISL_414041,1
EPI_ISL_509663,1
EPI_ISL_433843,1
EPI_ISL_451216,1
EPI_ISL_536072,1
EPI_ISL_531718,1
EPI_ISL_563850,1
EPI_ISL_441445,1
EPI_ISL_561889,1
EPI_ISL_479882,1
EPI_ISL_475454,1
EPI_ISL_474968,1
EPI_ISL_470620,0
EPI_ISL_537167,1
EPI_ISL_532585,1
EPI_ISL_526566,1
EPI_ISL_563251,1
EPI_ISL_538054,1
EPI_ISL_493464,1
EPI_ISL_443904,1
EPI_ISL_466957,1
EPI_ISL_556658,1
EPI_ISL_519979,0
EPI_ISL_549624,1
n,1
EPI_ISL_561022,0
EPI_ISL_555189,1
EPI_ISL_522193,1
EPI_ISL_540143,1
EPI_ISL_461807,1
EPI_ISL_453261,1
EPI_ISL_516775,1
EPI_ISL_566623,1
EPI_ISL_528658,1
EPI_ISL_567471,1
EPI_ISL_517282,1
EPI_ISL_426007,0
EPI_ISL_496550,1
EPI_ISL_477048,1
EPI_ISL_555351,1
EPI_ISL_450479,1
EPI_ISL_463163,1
EPI_ISL_526385,1
EPI_ISL_469643,1
EPI_ISL_499709,1
EPI_ISL_566692,1
h,1
EPI_ISL_542478,1
EPI_ISL_421987,1
EPI_ISL_485917,0
EPI_ISL_452971,0
EPI_ISL_466282,1
EPI_ISL_476527,1
EPI_ISL_434198,1
EPI_ISL_460754,1
EPI_ISL_482460,0
EPI_ISL_561110,1
EPI_ISL_527533,1
EPI_ISL_437021,1
EPI_ISL_508888,1
EPI_ISL_530967,0
EPI_ISL_569701,1
EPI_ISL_472568,1
EPI_ISL_544059,0
EPI_ISL_514600,1
EPI_ISL_543112,1
EPI_ISL_447715,0
EPI_ISL_542262,1
EPI_ISL_429399,1
EPI_ISL_444504,1
EPI_ISL_518963,1
EPI_ISL_480056,1
EPI_ISL_517047,1
EPI_ISL_449077,1
EPI_ISL_566139,1
EPI_ISL_449060,1
EPI_ISL_462389,1
EPI_ISL_555967,1
EPI_ISL_563266,1
EPI_ISL_527718,1
EPI_ISL_545895,0
EPI_ISL_540681,1
EPI_ISL_465683,1
EPI_ISL_531570,1
EPI_ISL_563855,1
EPI_ISL_437803,1
EPI_ISL_426981,1
EPI_ISL_462638,1
EPI_ISL_548875,1
EPI_ISL_462912,0
EPI_ISL_447504,1
EPI_ISL_488024,1
EPI_ISL_442030,1
EPI_ISL_564890,1
EPI_ISL_416614,1
n,1
EPI_ISL_440216,1
EPI_ISL_568607,1
EPI_ISL_466260,1
EPI_ISL_438355,1
EPI_ISL_447746,1
h,1
EPI_ISL_496885,1
EPI_ISL_546178,1
EPI_ISL_448808,1
EPI_ISL_472279,1
EPI_ISL_558595,1
EPI_ISL_536327,1
w,1
EPI_ISL_419952,0
EPI_ISL_449702,1
EPI_ISL_557177,1
EPI_ISL_459453,1
w,1
EPI_ISL_453843,0
EPI_ISL_538300,1
EPI_ISL_535842,1
EPI_ISL_558412,1
EPI_ISL_478068,1
EPI_ISL_536530,1
EPI_ISL_545561,1
EPI_ISL_489620,0
EPI_ISL_522076,0
EPI_ISL_441470,1
EPI_ISL_450565,1
EPI_ISL_550690,1
n,1
EPI_ISL_455085,1
EPI_ISL_511955,1
EPI_ISL_510941,1
EPI_ISL_429687,1
EPI_ISL_560202,1
EPI_ISL_462660,1
EPI_ISL_553415,1
EPI_ISL_527926,1
EPI_ISL_513741,1
EPI_ISL_524372,1
EPI_ISL_484103,1
EPI_ISL_493373,0
EPI_ISL_539564,1
EPI_ISL_473337,1
EPI_ISL_476070,1
EPI_ISL_478272,1
EPI_ISL_521407,1
EPI_ISL_557639,1
EPI_ISL_559365,1
EPI_ISL_519956,1
EPI_ISL_465806,1
EPI_ISL_450255,1
EPI_ISL_565166,0
EPI_ISL_546874,1
EPI_ISL_442991,1
EPI_ISL_480896,1
EPI_ISL_539701,1
EPI_ISL_564442,1
EPI_ISL_427735,1
EPI_ISL_535001,1
EPI_ISL_465641,1
EPI_ISL_470882,0
EPI_ISL_425215,1
EPI_ISL_495670,1
EPI_ISL_488879,1
EPI_ISL_441224,0
EPI_ISL_566934,1
EPI_ISL_443539,0
EPI_ISL_545166,1
EPI_ISL_434197,0
EPI_ISL_468163,1
EPI_ISL_467843,1
EPI_ISL_513465,1
EPI_ISL_567759,1
EPI_ISL_457180,1
EPI_ISL_455479,1
EPI_ISL_531708,1
EPI_ISL_544802,1
EPI_ISL_544436,1
EPI_ISL_424586,0
EPI_ISL_499931,1
EPI_ISL_490334,1
EPI_ISL_547235,1
a,1
EPI_ISL_434386,1
EPI_ISL_481597,0
EPI_ISL_499749,1
EPI_ISL_419454,1
EPI_ISL_445266,1
EPI_ISL_540703,1
EPI_ISL_425513,1
EPI_ISL_468674,0
EPI_ISL_476922,1
EPI_ISL_513653,1
EPI_ISL_440511,1
EPI_ISL_451691,1
EPI_ISL_443056,1
EPI_ISL_432628,1
EPI_ISL_535154,1
EPI_ISL_529410,0
EPI_ISL_522709,1
EPI_ISL_439293,1
EPI_ISL_442617,1
EPI_ISL_549379,1
EPI_ISL_491280,0
EPI_ISL_460115,1
EPI_ISL_535728,1
EPI_ISL_507842,1
EPI_ISL_430001,0
EPI_ISL_529874,1
EPI_ISL_422828,1
EPI_ISL_485835,1
EPI_ISL_448262,1
EPI_ISL_530832,1
EPI_ISL_537674,1
EPI_ISL_486117,0
EPI_ISL_510753,0
EPI_ISL_420080,1
EPI_ISL_532995,1
EPI_ISL_475653,1
EPI_ISL_450585,1
EPI_ISL_552680,1
EPI_ISL_455289,1
EPI_ISL_518224,1
EPI_ISL_554533,1
EPI_ISL_543791,1
